class_name,lang,string_agg
Reveal,en,"unveils;disclosing;disclosed;discloses;disclose;reveal;revealed;revealing;unveiled;expose;exposing;reveals;uncover;uncovers;uncovered;exposed;Unveil;unveiling;uncovering;exposes"
RewardV,de,"verleihen;belohntem;belohnte;belohnt;belohnen;belohnter;verlieh;verliehen;belohntes;belohnten"
RewardV,en,"awards;award;reward;grants;granted;rewards;rewarded;rewarding;awarded;awarding;granting;grant"
Rig,de,"Tiefbohrturms;Bohranlage;Bohranlagen;Bohrinsel;Bohrinseln;Bohrturm;Bohrturms;Bohrtürme;Bohrtürmen;Tiefbohranlage;Tiefbohranlagen;Tiefbohrinsel;Tiefbohrinseln;Tiefbohrturm;Tiefbohrtürme;Tiefbohrtürmen;Bohrplattform;Bohrplattformen"
Rig,en,"rig;rigs"
Risk,de,"Risikos;Risiken;Risiken-;bedrohung;Risiko;bedrohungen;Risiko-;bedrohungs"
Risk,en,"menace;threat;insecurity;exigencies;exigency;risk;risks;risk-;risks-;threats"
RiskAppraiser,en,"risk appraisers;risk appraiser;risk appraiser's"
RiskCorpL,de,"innovativen;Kreditgeber;Kreditgeber-;Kreditgebers;Kreditgebern;Nachhaltigkeits;Nachhaltigkeits-;Nachhaltigkeit;Ressourcen;Anlage;Anlage-;Anlagen;Investition;Investitionen;Investitions;Investitions-;Refinanzierungs;Refinanzierungs-;Refinanzierung;Rechts;Rechts-;rechtliches;rechtliche;rechtlichem;rechtlichen;rechtlicher;Bilanz;Bilanz-;Schuldner;Debitoren;Schuldner-;Debitoren-;Besteuerungs;Besteuerungs-;Verbraucher;Kunden;Konsument;Konsumenten;Verbraucher-;Kunden-;Konsumenten-;Verbrauchers;Verbrauchern;Lieferketten-;Lieferketten;Lieferkette;übertage;Qualität;Qualitäts;Qualitäts-;Qualitäten;Rechnungswesen-;Rechnungswesen;Buchhaltungs-;Buchhaltungs;Buchhaltung;Regierungs;Beteiligung;Beteiligungen;Beteiligungs;untertage;Transaktion;Transaktions-;Transaktions;Implementierung;Implementierungs;Implementierungs-;Lieferant;Lieferanten;Lieferanten-;wirtschaftlicher;wirtschaftliches;wirtschaftliche;wirtschaftlichem;wirtschaftlichen;kommerzieller;kommerzielles;kommerzielle;kommerziellem;kommerziellen;Verwahr-;Verwahr;Prozesses;Prozess-;Prozess;objektiver;objektiven;objektivem;objektive;objektives;Treuhändern;Treuhänders;Treuhänder;Treuhänder-;treuhänderischen;treuhänderischem;treuhänderische;treuhänderisches;treuhänderischer;Konkurs;Insolvenz;Bankrott;Pleite;Konkurs-;Insolvenz-;Bankrott-;Pleite-;Zahlungsunfähigkeits;Unternehmens;Unternehmens-;Unternehmen;Wettbewerb;Wettbewerbs;Wettbewerbs-;Fertigstellung;Fertigstellungs;Fertigstellungs-;Kosten;Infrastruktur;Infrastruktur-;infrastrukturelles;infrastrukturelle;infrastrukturellem;infrastrukturellen;infrastruktureller;Rechtsprechung;Rechtsprechungs;Rechtsprechungs-;Wiederbeschaffungskosten;Wiederbeschaffungskosten-;Reputations;Reputations-;Reputation;Planungs;Planungs-;Planung;technisches;technische;technischem;technischen;technischer;Technik;Technik-;logistisches;logistische;logistischem;logistischen;logistischer;Logistik;Logistik-;Wartungs;Wartungs-;Wartung;Instandhaltungs;Instandhaltungs-;Instandhaltung;Zahlungs;Zahlung;Zahlungen;Beschaffungs;Beschaffungs-;Beschaffung;Beschaffungen;tragfähigkeits;Delkredere;Delkredere-;herabstufungs;Immobilien;Immobilien-;Immobilie;Immobilie-;Übersetzungs;Bewertungs;Bewertung;Verkäufer;Verkäufers;Verkäufer-;Verkäufern;Verkaeufer;Verkaeufers;Verkaeufer-;Verkaeufern;Ausserbilanz;ausserbilanzielles;ausserbilanzielle;ausserbilanziellem;ausserbilanziellen;ausserbilanzieller;Außerbilanz;Außerbilanz-;außerbilanzielles;außerbilanzielle;außerbilanziellem;außerbilanziellen;außerbilanzieller;Architektur;Architekturen;architektonisches;architektonische;architektonischem;architektonischen;architektonischer;Anteilseigner;Anteilseigner-;Anteilseignern;Wachstum;Wachstums;Wachstums-;Entwicklung;Entwicklungs;Entwicklungs-;Management;Managements;Bau;Lieferungs;Lieferungs-;Lieferung;Diskontinuitäts;Diskontinuitäts-;Diskontinuität;finanzieller;finanzielles;finanzielle;finanziellem;finanziellen;Finanz;Finanzierung;Finanzierungs;Finanzierungs-;versicherbares;versicherbare;versicherbarem;versicherbaren;versicherbarer;Chance;Chancen;Hersteller;Hersteller-;Herstellern;Produzent;Produzenten;Korruption;Korruptions;Korruptionen;Ethisches;Betrugs;Beherrschung;Hybris;Hybris-;Kredit;Adress;Adressenausfall;Kredit-;Kreditäquivalent;Prolongations;Verlängerungs;Prolongations-;Verlängerungs-;Prolongation;Verlängerung;Betrieb;Betriebs;Betriebs-;operatives;operative;operativem;operativen;operativer;operationelles;operationelle;operationellem;operationellen;operationeller;strategisches;strategische;strategischem;strategischen;strategischer;Strategie;Strategie-;Business;Business-;Geschäfts;Geschäft;Kontroll;Kontrolle;Solvenz;Zahlungsfähigkeits;Solvenz-;Zahlungsfähigkeits-;Zahlungsfähigkeit;Innovation;Innovations;Innovations-;innovatives;innovative;innovativem;innovativer;Agentur;Agentur-;Agenturen;Agenturen-;Projekt;Projekt-;Projekts;Projektes;Projekte;Projekten;Dokumentation;Dokumentationen;Ingenieurs;Förderungs;Förderungs-;Förderung;Foerderungs;Foerderungs-;Foerderung;Haftung;Haftungs;Haftpflicht;Versorgungs;Versorgungs-;Versorgung;Herstatt;Herstatt-;Marke;Marken-;Marken"
RiskCorpL,en,"valuations;valuation;translation;properties;property;downgrade;del credere;resilience;procurements;procurement;payments;payment;Maintenance;logistics-;logistics;logistic-;logistic;industrial-all-;industrial all;technic;technical;schedule;reputations-;reputations;reputation-;bond holder;bondholders-;Government;participation;participations;under ground;underground;bondholders;bondholder-;bondholder;deal;transactions;transaction;aboveground;above-ground;above ground;business failure;business-failure;business-failure-;businessfailure;businessfailure-;implementation;implementing;supplier;suppliers;supply chain;supply chains;supplychain;supplychains;supplying;supplies;supply;Liabilities;liability;Funding;engineering;documentation;objective;projects;trademark;trademarks;project;assetdepreciation;asset-depreciation;asset depreciation;agencies;agency;innovative;innovation;solvecies;solvency;consumer;herstatt;budgeting-;budgeting;budgets-;commercial;builders all;builders-all;budgets;builders-all-;cashflow at;budget-;fiduciary;bond-owners-;budget;taxations;accounting;accounting-;taxes;tax;taxation;debtor;industrial-all;balancesheet;balance-sheet-;balance-sheet;qualities;quality;balance sheet;legal;refinance;refinancing;investments-;investments;investing-;investing;investment-;investment;resources;process;resource;bond-owners;bond-owner-;bond-owner;bond owners;process-;bond owner;bondowners-;bondowners;bondowner-;bondowner;bond-holders-;custody;bond-holders;sustainabilities;sustainability;lenders;bond-holder-;bond-holder;bond holders;lender;control;bankruptcy;bankruptcy-;insolvency;insolvency-;small-business;company;business-;business;competitive;completion;strategies;cost;infrastructure;infrastructures;jurisdiction;jurisdictions;strategy;strategic;replacement cost;replacement costs;operation;operations;replacementcost;operational;operating;replacementcosts;extension;credit equivalent;credit;over confidence;reputational;over confident;overconfidence-;overconfidence;overconfident-;overconfident;hubris-;hubris;Governance;Fraudulent;Fraudulence;fraud;pirating;faking;falsification;counterfeit-;counterfeit;counterfeiting;forgery;Exploratory;Ethics;corruption;Compliance;Compensation;collateral;reputational-;producer;reputation;producers-;producers;producerNULLs;opportunies-;opportunity;insurable;financing;financial;discontinuity;delivery;construction;recruiting;recruitment;employment-;employing;hiring;assets-;assets;asset-;asset;Management;developments;development;growth;stock owners;stock owner;stockowners;stockowner;share owners;shareowners;shareowner;stock holders;stockholders;stock holder;stockholder;share holders;share holder;shareholders;shareholder;architectural;architecture;off balance sheet;stockout;vendors;vendor"
RiskEconL,de,"Zinssatz;Stagflation;langfristiges Zins;langfristige Zins;langfristigem Zins;langfristigen Zins;Arbeitslosigkeits;langfristiger Zins;Arbeitslosigkeits-;Arbeitslosigkeit;Makro;Makro-;makroökonomisches;makroökonomische;makroökonomischem;makroökonomischen;makroökonomischer;makrooekonomisches;makrooekonomische;makrooekonomischem;makrooekonomischen;makrooekonomischer;Blasen-;Blase;Blasen;Ansteckungs;Ansteckungs-;Ansteckung;Verbraucherpreisindex;wirtschaftliches;Langlebigkeits;Langlebigkeits-;Langlebigkeit;Rezessions;Rezessions-;Rezession;wirtschaftliche;wirtschaftlichem;wirtschaftlichen;wirtschaftlicher;ökonomisches;ökonomische;ökonomischem;ökonomischen;ökonomischer;oekonomisches;oekonomische;oekonomischem;oekonomischen;Ausfall;Ausfall-;oekonomischer;Kreditausfall;Kreditausfall-;Wirtschafts;kaufmaennischer;kaufmaennischen;kaufmaennischem;kaufmaennische;kaufmaennisches;kaufmännischer;kaufmännischen;kaufmännischem;kaufmännische;kaufmännisches;merkantiler;merkantilen;merkantilem;merkantile;merkantiles;Wirtschafts-;Wirtschaft;Ökonomie;Oekonomie;Deflations;Deflation;Landwirtschafts;Landwirtschafts-;Landwirtschaft;Zins;Stagflations-;Zins-;Zinssatz-;Souveränitäts;Souveränitäts-;Souveränität;Souveraenitaets;Souveraenitaets-;Souveraenitaet;Kaufkraft-;Kaufkraft;Inflations;Inflations-;Stagflations;Länder;Länder-;Laender;Laender-"
RiskEconL,en,"macro econ;macro-econ;bubbles;bubble;inflation-;inflation;Contagion;purchasingpower-;purchasingpower;purchasing-power;purchasing power;long term rate;sovereign-;sovereign;interestrate-;interestrate;interest-rate-;interest-rate;interest rate;longterm rate;long-term rate;agric;agricultural;agro;agri;agriculture;nations-;deflation-;deflation;nations;mercantile;mercantile-;trade;trade-;trading;trading-;tradings;tradings-;national-;national;nation-;long-term-rate-;stagflation-;long-term-rate;default-;longterm-rate;fiscal cliff;fiscalcliff;fiscalcliff-;fiscalcliffs;fiscalcliffs-;fiscal cliffs;nation;countries-;countries;country-;country;stagflation;stagflationary-;stagflationary;recession-;recession;Longevity-;Longevity;econ-;econ;fiscal-;fiscal;Consumer Price Index;CPI;economies-;economies;economy-;economy;economics-;economics;economic-;economic;unemployment;unemployment-;unemploy;unemploy-;unemployed;unemployed-;default;Macroeconomic;Macro economic;macro-economic;macroeconomics;macro economics;macro-economics;macroeconomy;macro economy;macro-economy;macroeco;macro eco;macro-eco;macroecon"
RiskEnviroL,de,"ökologischen;ökologischer;oekologisches;oekologische;oekologischem;oekologischen;oekologischer;Klima;Klimas;Klima-;klimatisches;klimatischer;klimatische;klimatischem;klimatischen;Aussterbens;Aussterbens-;Aussterben;Kraftstoff;Kraftstoffe;Kraftstoffen;Strahlen;Strahlen-;Strahlung;Oekologie;Oekologie-;Ökologie;Ökologie-;Katastrophen;Katastrophen-;Katastrophe;Katastrophe-;katastrophales;katastrophale;katastrophalem;katastrophalen;katastrophaler;Unwetter;Unwetter-;Unwetters;höheren Gewalt;höherer Gewalt;höhere Gewalt;oekologischer;oekologischen;oekologischem;oekologische;oekologisches;ökologischer;ökologischen;ökologischem;ökologische;ökologisches;Klimawandels;Klimawandel-;Klimawandel;Klimaveränderung;Klimaveränderungs-;Klimaveränderungs;Klimaänderung;Klimaänderungs-;Klimaänderungs;Umwelt;Umwelt-;ökologisches;ökologische;ökologischem"
RiskEnviroL,en,"fuels-;catastrophic;catastrophy-;catastrophy;environmental-;environmental;climate change-;climate changes;climate change;radiation;climate changes-;climate changing;climate changing-;ecology;ecology-;ecological;ecological-;ecologies;ecologies-;force majeure;climate-change;force-majeure;forcemajeure;forcemajeure-;extreme-weather;extreme weather;climate-changes;austere-weather;austere weather;climate-changing;environment-;environment;climate;climate-;climates;climates-;hard-weather;hard weather;serious-weather;serious weather;severe-weather;severe weather;disasters-;disasters;extinction;extinction-;extinctive;extinctive-;disaster-;disaster;catastrophic-;fuel;fuel-;fuels"
RiskFinL,de,"Wiederanlage;marginalem;marginale;marginales;Abwaert;Fremdwaehrung;Vertrags-;Gegenpartei-;Gap;Fremdwaehrungs-;Fremdwaehrungs;Fremdwährung;Fremdwährungs-;Fremdwährungs;Gap-;Gegenpartei;Vertrages;Umtausch-;Umtausch;Wechselkurs-;Wechselkurs;Verträge;Verträgen;Konvertierung;Konvertierungs;Konvertierungs-;Reinvestition;Reinvestitions-;Reinvestitions;Konvertibilitäts;Konvertibilitäts-;Konvertibilität;Konvertibilitaets;Konvertibilitaets-;Konvertibilitaet;Wiederanlage-;marginalen;Vorauszahlung;Abwaerts-;Absicherungs;Hypotheken;Hypotheken-;Absicherungs-;Abwaerts;Hypothek;Abwärt;Absicherung;Hypothek-;Spekulation;Spekulations;Spekulations-;spekulatives;spekulative;spekulativem;spekulativen;spekulativer;Abwärts-;Leverages;Leverage-;Kapital;Kapital-;kapital;Sicherungs;Leverage;Emittent;Emittenten-;Emittenten;Ausführung;Ausführungs;Ausführungs-;Durchführungs;Durchführungs-;Durchführung;Ausfuehrung;Ausfuehrungs;Ausfuehrungs-;Durchfuehrungs;Durchfuehrungs-;Durchfuehrung;Preis;Preis-;Verwässerungs;Verwässerungs-;Verwässerung;Verwaesserungs;Haupt-;Haupt;Sicherungs-;Sicherung;Konvexitäts-;Konvexitäts;Konvexität;Verwaesserungs-;Abruf;Korrelation;Abruf-;Korrelations-;Korrelations;Gefahrübergang;Verwaesserung;Abwärts;gerichtetes;gerichtete;gerichtetem;gerichteten;gerichteter;Ertragskurve;Ertragskurven-;Vorauszahlungs;Vorauszahlungs-;Hypotheken-Pipeline-;Parameter;Volatilität;Volatilitäts;Volatilitäts-;Liquiditäts;Liquiditäts-;Liquidität;Wertpapierliquiditäts;Wertpapierliquiditäts-;Wertpapierliquidität;Wertpapierliquiditaets;Wertpapierliquiditaets-;Wertpapierliquiditaet;Versicherungs- und Haftungs;Teilnehmer;Teilnehmer-;Teilnehmern;Erfuellungs-;Erfuellungs;Erfüllungs-;Erfüllungs;Volatilitaet;Volatilitaets;Volatilitaets-;Parameters;Ertrags-;Ertrages;Erträge;Erträgen;Ertraege;Ertraegen;Überweisung;Überweisungs;Überweisungs-;Ueberweisung;Ueberweisungs;Ueberweisungs-;Abwertungs;Abwertungs-;Abwertung;versicherungstechnischer;versicherungstechnischen;versicherungstechnischem;versicherungstechnische;versicherungstechnisches;Modell;Modell-;Parameter-;Parametern;Ertragskurven;Konzentrations;Konzentrations-;Vertrags;Konzentration;Hypotheken-Pipeline;Finanzstabilitäts-;Finanzstabilitäts;Finanzstabilität;Laufzeitinkongruenz;Markt-;Markt;Wiedereindeckung;Waehrungskurs-;Waehrungskurs;Waehrungs-;Wiedereindeckungs-;Waehrungs;Währungskurs-;Währungskurs;Währungs-;Wiedereindeckungs;Währungs;Ertrags;marginaler"
RiskFinL,en,"presettlement-;parameter;price;parameter-;parameterity;parameterity-;parameters;parameters-;alpha;alpha-;beta;beta-;delta;gamma-;price-;leveraged-;leveraged;leverage-;volatility;volatility-;vola;vola-;delta-;theta;theta-;rho;rho-;lambda;liability & assets;liability-and-assets-;liability-and-assets;liability and assets;vega-;vega;zomma-;securities liquidity;securities-liquidity;liquidity;liquidity-;zomma;ultima-;ultima;securities-liquidity-;veta-;veta;vomma-;vomma;vanna-;vanna;underwriting and liability;underwriting-and-liability;underwriting-and-liability-;underwriting & liability;lambda-;participant;participant-;participants;participants-;participating;participating-;overnight-delivery-;transfer;transfer-;contract;contract-;issuers;forex;fx-;fx;exchange-rate-;exchange-rate;exchange rate;foreign-exchange-rate-;foreign-exchange-rate;foreign exchange rate;foreign-exchange-;counter party-;counter party;issuer-;issuer;convertibility;counterparty-;counterparty;convertibility-;tail;assets and liability;acceptance-region-alpha-;acceptance-region-alpha;acceptance region alpha;foreign-exchange;foreign exchange;assets-and-liability;fin system;financialsystem;financial system;currencies-;gap-;settlements-;settlements;settlement-;settlement;tail-;maturity-mismatch-;maturity-mismatch;mortgage;mortgages;maturity mismatch;liability-and-asset-;hedging;hedging-;cash deposit;pre settlement;contracts;liability-and-asset;mortgages-;liability and asset;assets & liability;bullish-;leverage;bullish;finance-stable;income;income-;financial-stable;contracts-;finance stable;forex-;speculative;speculative-;financial stable;finance-stability;financial-stability;finance stability;asset & liability;assets-and-liability-;transfer credit;transfer-credit;transfer-credit-;basis;overnight-delivery;capital;capital-;overnight delivery;currencies;capital at;capital-at;capital-at-;marginal-;prepayment;basis-;prices;cash-deposit;gamma;prices-;agreement;cash-deposit-;cashdeposit;issuers-;execution;execution-;cashdeposit-;devaluation;devaluation-;financial stability;currency-;mkt-;agreement-;bearish-;bearish;hedge rate;mkt;currency;underwriting-;underwriting;prepayment-;dilution;dilution-;model;agreements;reinvestment-;reinvestment;model-;market-;market;pin-;pre-payment;principal-;principal;pin;Yield Curve;portfolio-;portfolio;Yield Curve-;gap;agreements-;convexity-;call-;concentration;concentration-;convexity;pre-settlement-;asset and liability;asset-and-liability;asset-and-liability-;correlations;correlation-;correlation;pre-settlement;passage-of-;pre-payment-;passage-of;passage of;substantivecoercion;substantive-coercion-;substantive-coercion;substantive coercion;mortgage-pipeline-;downside;downside-;mortgage-pipeline;directional;directional-;mortgage pipeline;net amount at;presettlement;position-;position;net-amount-at;net-amount-at-;marginal"
RiskL,de,"komparativen;unbekanntes;unbekannte;unbekanntem;unbekannten;neues;neue;neuem;neuen;unbekannter Gefahr;unbekannte Gefahren;unbekannte Gefahr;unbekannten Gefahren;neuer Gefahr;neue Gefahren;neue Gefahr;neuen Gefahren;asymmetrisches;asymmetrische;asymmetrischem;asymmetrischen;asymmetrischer;absolutes;absolute;absolutem;absoluten;absoluter;entstehendes;entstehende;entstehendem;entstehenden;entstehender Gefahr;entstehende Gefahren;entstehende Gefahr;entstehenden Gefahren;langfristiges;langfristige;langfristigem;langfristigen;langfristiger;potenzielles;potenzielle;potenziellem;potenziellen;potenzieller;akzeptables;akzeptable;akzeptablem;akzeptablen;Akzeptanz;akzeptabler;einseitiges;einseitige;einseitigem;einseitigen;Pfändungs;element;nicht systematisches;nicht systematische;nicht systematischen;kontrollierbares;kontrollierbare;kontrollierbarem;kontrollierbaren;abgetretenes;abgetretene;abgetretenem;abgetretenen;diversifizierbares;diversifizierbare;diversifizierbarem;diversifizierbaren;primärer;grundsaetzlichen;grundsaetzlichem;grundsaetzliche;grundsaetzliches;grundsätzlichen;grundsätzlichem;grundsätzliche;grundsätzliches;primaeren;primaerem;primaere;primaeres;primären;primärem;primäre;primäres;steigenden Gefahren;steigende Gefahr;steigende Gefahren;steigender Gefahr;steigenden;steigendem;steigende;steigendes;systemischen;systemischem;systemische;systemisches;nicht diversifizierbaren;nicht diversifizierbarem;nicht diversifizierbare;nicht diversifizierbares;undiversifizierbaren;undiversifizierbarem;undiversifizierbare;undiversifizierbares;Gesamt;systematischen;systematischem;systematische;systematisches;unterdurchschnittlichen Gefahren;unterdurchschnittliche Gefahr;unterdurchschnittliche Gefahren;unterdurchschnittlicher Gefahr;unterdurchschnittlichen;unterdurchschnittlichem;unterdurchschnittliche;unterdurchschnittliches;subjektiven Gefahren;subjektive Gefahr;subjektive Gefahren;subjektiver Gefahr;subjektiven;subjektivem;subjektive;subjektives;signifikanten;signifikantem;signifikante;signifikantes;wesentlichen;wesentlichem;wesentliche;wesentliches;besonderen;besonderem;besondere;besonderes;unsystematischen;unsystematischem;unsystematische;unsystematisches;einzigartigen;einzigartigem;einzigartige;einzigartiges;spezifischen;spezifischem;spezifische;spezifisches;Residual;Rest;idiosynkratischen;idiosynkratischem;idiosynkratische;idiosynkratisches;dynamischer;dynamischen;dynamischem;dynamische;dynamisches;konstanten;konstantem;konstante;konstantes;gleichbleibenden;gleichbleibendem;gleichbleibende;gleichbleibendes;nicht versicherbaren;nicht versicherbarem;nicht versicherbare;nicht versicherbares;unversicherbaren;unversicherbarem;unversicherbare;unversicherbares;statischer;statischen;statischem;statische;statisches;hoch geschützten;hoch geschütztem;hoch geschützte;hoch geschütztes;hochgeschützten;hochgeschütztem;hochgeschützte;hochgeschütztes;grundsätzlicher;grundsaetzlichen;grundsaetzlichem;grundsaetzliche;grundsaetzliches;grundsätzlichen;grundsätzlichem;grundsätzliche;grundsätzliches;komparativem;komparative;komparatives;vergleichenden;vergleichendem;vergleichende;vergleichendes;Wert im;unsystemischen;unsystemischem;unsystemische;unsystemisches;standardmaessigen;standardmaessigem;standardmaessige;standardmaessiges;standardmäßigen;standardmäßigem;standardmäßige;standardmäßiges;Standard;verbotener;verbotenen;verbotenem;verbotene;verbotenes;Verbots;inhaerenten Gefahren;inhaerente Gefahr;inhaerente Gefahren;inhaerenter Gefahr;inhärenten Gefahren;inhärente Gefahr;inhärente Gefahren;inhärenter Gefahr;inhaerenten;inhaerentem;inhaerente;inhaerentes;inhärenten;inhärentem;inhärente;inhärentes;kalkulierbare;kalkulierbares;kalkulierten;kalkuliertem;kalkulierte;kalkuliertes;kurzfristiger;kurzfristigen;kurzfristigem;kurzfristige;kurzfristiges;moderater;moderaten;moderatem;moderate;moderates;großer;grossem;grossen;grosse;grosses;großem;großen;große;großes;zunehmender;wachsenden;wachsendem;wachsende;wachsendes;zunehmenden;zunehmendem;zunehmende;zunehmendes;relativen Value-at-Risk;relativem Value-at-Risk;relativer Value-at-Risk;relativer;relativen;relativem;relative;relatives;globalen Gefahren;globale Gefahr;globale Gefahren;globaler Gefahr;globalen;globalem;globale;globales;Verbindungs;Grenz;Target;abnehmendes;abnehmende;abnehmendem;abnehmenden;abnehmender;Ereignis;Ereignisse;Ereignisses;Ereignissen;Rein;reines;reine;reinem;reinen;reiner;aktuellen;aktuellem;aktuelle;aktuelles;laufenden;laufendem;laufende;laufendes;Nicht-Stichproben"
RiskL,en,"controllable;fundamental;highly protected;static;uninsurable;relative;long-term;compound;borderline;target;non sampling;relative value at;Growing;interconnected;major;moderate;Short-Term;shortterm;emerging;absolute;asymmetric;unknown;calculated;inherent;prohibition;standard;idiosyncratic;particular;significant;subjective;substandard;systematic;increasing;primary;decreasing;stressed value at;event;pure;acceptable;one sided;attachment order;element at;non systematic;amount at;assigned;diversifiable;total;current;unsystemic;value at;comparative;constant;dynamic;potential;extra;global;mega;finality;managed"
RiskPoliticL,de,"politische Kredit;Konflikten;mikroökonomischen;mikroökonomischer;Geopolitik-;Geopolitik;politisches Kredit;geopolitischen;geopolitischem;geopolitische;geopolitischer;Konflikt;Konflikts;Konflikt-;Konflikte;mikrooekonomische;politisches;politische;Beschlagnahme-;Beschlagnahme;politischem;politischen;politischer;Konfliktmanagements;Konfliktmanagement;mikrooekonomischem;mikrooekonomischen;mikrooekonomischer;politischen Kredit;legislativer;legislativen;legislativem;legislative;legislatives;politischem Kredit;politischer Kredit-;politischen Kredit-;politischem Kredit-;politische Kredit-;politisches Kredit-;politischer Kredit;Mikro;Mikro-;mikroökonomisches;mikroökonomische;mikroökonomischem"
RiskPoliticL,en,"conflict-;conflicts-;conflicting;conflicting-;political;political-;politics;politics-;politic;political credit;political-credit;political-credit-;micro-econ;micro econ;microecon;micro-eco;micro eco;microeco;micro-economy;micro economy;microeconomy;micro-economics;micro economics;microeconomics;micro-economic;micro economic;legislative;legislative-;microeconomic;conflict management;conflict-management;conflict-management-;confiscation;confiscation-;Geopolitical;Geopolitical-;geopolitics;geopolitics-;geopolitic;geopolitic-;geo-political;geo-political-;geo-politics;geo-politics-;geo-politic;geo-politic-;conflict;conflicts"
RiskProfessional,de,"Experte für Kreditrisiko;Risikoexperten;Risikoexperte;Risikoexpertin;Risikoanalystin;Analystin Risikomanagement;Expertin für Kreditrisiko;Compliance-Berater;Marktrisiko Berater;Geschäftsrisiko Berater;Marktrisikomanager;Risikomanager;Finanzierungsrisiko-Expertin;Finanzrisiko-Expertin;Finanzmarktrisiko Managerin;Marktrisikomanagerin;Risikomanagerin;Finanzierungsrisiko-Experte;Finanzrisiko-Experte;Finanzmarktrisiko Manager;Risikoanalyst;Risiko-Expertin;Analyst Risikomanagement;Risiko-Experte;Risikoberaterin;Geschäftsrisiko Beraterin;Marktrisiko Beraterin;Compliance-Beraterin;Risikoberater"
RiskProfessional,en,"financial mkt risk manager;financial mkt risk mngr;financial mkt risks manager;financial mkt risks mngr;financing risk manager;financing risk mngr;market risk manager;market risk mngr;market risks manager;market risks mngr;mkt risk manager;mkt risk mngr;mkt risks manager;mkt risks mngr;risk manager;adviser - risk and compliance;risk mngr;Risk Professional;Investment Performance & Risk Analyst;adviser - risk & compliance-forensics;adviser - risk & compliance;Political & economic risk analyst;advisor - risk consulting;advisor - risk and compliance-forensics;advisor - risk and compliance;advisor - risk & compliance-forensics;advisor - risk & compliance;adviser risk management;Compliance & Risk Analyst;risk analyst;adviser risk;adviser mkt risk;adviser market risk;adviser compliance;adviser business risk;adviser asset risk;Credit and Risk Analyst;adviser - risk consulting;capital market risks mngr;capital mkt risk manager;capital mkt risk mngr;capital mkt risks manager;capital mkt risks mngr;finance risk manager;finance risk mngr;adviser - risk and compliance-forensics;financial market risk manager;financial market risk mngr;financial market risks manager;financial market risks mngr;asset risk adviser;advisor risk management;advisor mkt risk;advisor market risk;advisor compliance;advisor business risk;risk assessment analyst;risk management analyst;financial risk ananlyst;credit risk analyst;Security Risk Analyst;advisor asset risk;financing risk professional;finance risk professional;Credit Risk Professional;capital market risks manager;capital market risk mngr;capital market risk manager;asset risks mngr;asset risks manager;asset risk mngr;asset risk manager;risk advisor;risk adviser;mkt risk adviser;market risk adviser;forex trading adviser;compliance advisor;compliance adviser;business risk advisor;business risk adviser"
RiskR,de,"der Endgültigkeit;Betrags;Betrages;Gefahr der Endgültigkeit;Beträgen;Summe;Beträge;Summen;Betrag"
RiskR,en,"exposures;finality;exposure"
RiskSocietalL,de,"Malignom-;existenzielles;existenzielle;existenziellem;existenziellen;existenzieller;Existenz;Existenz-;Infektions;Infektions-;Infektion;Infektionen;gesellschaftliches;gesellschaftliche;gesellschaftlichem;gesellschaftlichen;Gesellschafts;Gesellschafts-;Gesellschaft;Gesellschaften;Kriegs;Kriegs-;Identitätsdiebstahl;Identitätsdiebstahls;Identitaetsdiebstahl;Identitaetsdiebstahls;chronischen Erkrankungen;chronischen Erkrankung;chronischer Erkrankung;chronischen Krankheiten;chronischen Krankheit;chronischer Krankheit;Erkrankungen;Erkrankungs-;Erkrankungs;Erkrankung;Krankheiten;Krankheits-;Krankheits;Krankheit;Malignitaets-;Malignitaets;Malignitaet;Boesartigkeits-;Boesartigkeits;Boesartigkeit;Malignitäts-;Malignitäts;Malignität;Bösartigkeits-;Bösartigkeits;Bösartigkeit;Malignom;menschliches;menschliche;menschlichem;menschlichen;menschlicher;Menschheit;Gesundheits;Gesundheits-;Gesundheit;Privatsphäre;Privatsphäre-;Privatsphaere;Privatsphaere-;Technologie;Technologie-;technologisches;technologische;technologischem;technologischen;technologischer;Zahlungssystem;Zahlungsverfahren;Sicherheiten-;Sicherheiten;Sicherheits-;Sicherheits"
RiskSocietalL,en,"existing;diseases-;diseases;disease-;disease;existential-;existential;safety-;human;human-;humanity;humanity-;people;people-;health;safety;safe-;safe;securities-;securities;security-;security;health-;chronic disease;existence-;malignancy-;chronic diseases;healthy;infection;malignancy;infection-;infections;healthy-;infections-;Societal;Societal-;Society;society-;societies;societies-;war;privacy;privacy-;privacies;privacies-;identity theft;war-;identity thefts;identity-theft;identity-thefts;identitytheft;identitythefts;Technology;technology-;tech;tech-;technological;technological-;existence;existent-;existent;existing-;payment system;payment-system;payment-system-;payment systems;payment-systems;payment-systems-"
RiskTaker,de,"Risikonehmer;Risikonehmern;Risikonehmers;Risikonehmer;Risikonehmerinnen;Risikonehmerin;Risikonehmers;Risikonehmern"
RiskTaker,en,"risk taker;RiskTaker;RiskTakers;Risk Taker;Risk Takers;risk taker's;risk taker's;risk takers"
RnD,de,"Forschungs und Entwicklungs;Forschung und Entwicklung;F&E"
RnD,en,"R and D;RnD;research & development;R&D;research and development"
